###❝世界语词根❞,❝(完全相同的)世界语词根❞   这一行表示、虽然它具有与实际存在的对应替换字符串相同的优先级、但实际上并不执行字符串(汉字)替换操作。
世界语单词##,中文注释##
epigon,追随者
epikur,伊壁鸠鲁
epiplo,大网膜
episom,附加体
epitaf,墓志铭
epitom,摘要
epoksi,环氧
epulis,龈瘤
eratem,界
eratik,漂砾
eratum,勘误表
erevan,埃里温
erfurt,爱尔福特
eridan,波江座
eringi,刺芹
eritem,红斑
eritre,厄立特里亚
erivan,埃里温
erizif,白粉菌属
erizim,糖芥属
erlang,厄兰
erofil,葶苈属
erudit,博学者
esamen,蜂群
eskarp,内壕壁
eskvir,侍从
esoter,秘传
espart,西班牙草
espres,浓缩咖啡
estiel,作为
estuar,河口湾
etalon,标准
etanol,乙醇
etaĝer,壁架
eteokl,厄忒俄克勒斯
etiked,标签
etilen,乙烯
etmoid,筛骨
etoksi,乙氧基
etruri,伊特鲁里亚
etrusk,伊特鲁里亚
evelin,伊夫琳
evemer,欧赫迈罗斯
evikci,依法取回
evipan,依维潘
evolut,渐屈线
evonim,卫矛
eŝolzi,花菱草属
eŭdoks,欧多克索斯
eŭfoni,悦耳
eŭfori,欣快
eŭfrat,幼发拉底河
eŭgeni,番樱桃属
eŭglen,眼虫属
eŭklid,欧几里得
eŭrazi,欧亚大陆
eŭropi,铕
eŭtekt,共晶
eŭterp,欧忒耳佩
eŭtrof,富营养
fabian,费边
faeton,费厄同
faktis,硫化油胶
faktot,杂役
fakult,心智能力
falern,法莱尔诺
faloid,阴茎状
falset,假声
faraon,法老
farbit,牵牛花
farise,法利赛
farmak,药理
farnez,法尔内塞
farsal,法萨卢斯
fascin,迷住
fasĉin,柴捆
fatras,杂物堆
fekund,多产的
feliks,费利克斯
feloid,猫科
feofit,褐藻门
fermat,延长记号
festuk,羊茅
fibrin,纤维蛋白
fikari,榛果毛茛
filant,叶下珠
filari,丝虫
filipi,腓立比
filiŝt,非利士
filodi,叶状柄
fimbri,伞缘
finial,顶饰
firenc,佛罗伦萨
fiteŭm,蓝钟花属
fiting,管件
fizali,僧帽水母
flagel,鞭毛
flakon,小瓶
flamin,弗拉门祭司
flandr,佛兰德
flavin,黄素
flavon,黄酮
florid,佛罗里达
fluter,心房扑动
foksen,鱥属
folikl,滤泡
foliol,小叶
foliot,鳞伞属
foment,热敷
fondus,基金
forint,福林
formol,福尔马林
formos,台湾
formoz,台湾
fornel,炉灶
fortun,运气
fortuz,费力
fosfen,光幻视
fosfin,膦
fosgen,光气
fosili,化石
fragil,脆性
frandz,舔阴
fratri,胞族
frenul,系带
frigan,石蛾属
frigid,性冷淡
frikas,白汁炖菜
frimer,霜月
frustr,挫折
ftalil,邻苯二甲酰
fugian,福建
fuksin,品红
fukuok,福冈
fulard,富拉绸
fulgor,蜡蝉
fulmar,暴风鹱属
fulmin,爆鸣
fumari,紫堇属
fungus,蕈样肿
funikl,索
furgon,货车
furier,给养军士
futbal,足球
fuĝjan,福建
gadmes,阳具玩具
gajlol,没食子酚
galang,高良姜
galate,加拉忒亚
galban,白松香
galbul,鹟鴷
galeas,大型桨帆船
galici,加利西亚
galile,加利利
galion,大帆船
galiot,小型帆船
galium,镓
galjon,加仑
galvan,伽伐尼
gambit,弃兵
gaskon,加斯科涅
gasojl,柴油
gaspar,加斯帕尔
gaston,加斯东
gavial,长吻鳄
gdansk,格但斯克
geastr,地星属
gefire,海生蠕虫
gejser,间歇泉
georgi,佐治亚州
gepard,猎豹
gerard,热拉尔
gerbil,沙鼠
gerion,革律翁
gerlen,缆绳
geront,格隆特
gervaz,热尔韦
gestap,盖世太保
giardi,贾第虫
gibson,吉布森
gideon,基甸
gilead,基列
gimnot,裸背电鳗
ginece,妇女房
ginevr,桂妮薇儿
gingiv,牙龈
ginjol,吉尼奥尔
gipaet,胡兀鹫
glabel,眉间
glacis,缓斜坡
glatis,薄冰
glaĉer,冰川
glaŭci,海罂粟
glekom,活血丹
glicer,甘油基
glicin,大豆属
globin,珠蛋白
globul,小球
globus,地球仪
glosin,采采蝇属
glucid,糖类
glumel,小颖
glutam,谷氨酰
glutar,戊二酰
gluten,麸质
gnomik,箴言诗
gnomon,日晷针
gobang,五子棋
gobius,虾虎鱼
goelet,纵帆船
goetit,针铁矿
golgot,各各他
goliat,歌利亚
goljat,歌利亚
gongor,贡戈拉
gonidi,共生藻
gonore,淋病
gonzag,贡扎加
gorgon,戈耳工
gosipi,棉属
gospel,福音音乐
graben,地堑
gracil,纤弱
gradus,百分度
grafem,字位
grafen,石墨烯
grafik,图形
gramin,禾本科草
granad,格拉纳达
granol,颗粒剂
granul,颗粒
grapol,一束
graten,焗烤
gratif,奖赏
gravit,重力
grenat,石榴石
grifon,格里芬犬
grizon,格劳宾登
grujer,格吕耶尔
grumel,结块
guanin,鸟嘌呤
gujdak,象拔蚌
gujĝoŭ,贵州
gustav,古斯塔夫
gvajak,愈创木
gvajan,圭亚那
gvanak,原驼
gvanŝi,广西
gvaran,瓜拉纳
gvejĝo,贵州
gvemul,南美驼鹿属
gveril,游击队
hadean,冥古宙
hadron,强子
hajduk,海杜克
hajnan,海南
halanĝ,滑稽胡话
haloid,卤化物
halter,举重
haluks,拇趾
hamlet,哈姆雷特
hangul,谚文
hankoŭ,汉口
hanovr,汉诺威
hapaks,孤例词
harare,哈拉雷
harbin,哈尔滨
harian,哈里亚纳
harmon,和声
harnes,综框
harold,哈罗德
harpal,步甲
haspel,纱框
haŭbiz,榴弹炮
haŭser,缆绳
hebrid,赫布里底
hedvig,海德薇
hefest,赫淮斯托斯
hekate,赫卡泰奥斯
heksan,己烷
hektik,弛张热
hektor,赫克托耳
helenj,海伦昵称
heliks,耳轮
helium,氦
helode,伊乐藻
heloiz,埃洛伊丝
helvel,马鞍菌
helvet,赫尔维蒂
hemant,网球花属
hemati,红细胞
hemion,亚洲野驴
henrik,亨利
heptan,庚烷
herakl,赫拉克勒斯
herkul,赫拉克勒斯
herman,赫尔曼
hermes,赫耳墨斯
hermet,密封
hermit,埃尔米特
hermon,黑门山
heroid,女杰书简
heroin,海洛因
herpet,疱疹
hetajr,交际花
hetero,异
heziod,赫西俄德
hibisk,木槿
hibrid,杂交
hidalg,伊达尔戈
hidrat,水合物
hikori,山核桃
hiksos,喜克索斯
hilari,希拉里
himati,希腊披衣
himene,孪叶豆属
himeni,子实层
hining,西宁
hiphop,嘻哈
hipnoz,催眠
hipofe,沙棘属
hipoge,地下墓
hipola,树莺属
hirkan,许尔卡诺斯
histon,组蛋白
hitler,希特勒
hiziki,羊栖菜
hokajd,北海道
holand,荷兰
holost,小繁缕属
homeot,同源异型
homili,讲道
hondur,洪都拉斯
honiar,霍尼亚拉
honori,霍诺里乌斯
hoplit,重装步兵
horaci,贺拉斯
hormin,鼠尾草属
hormon,激素
hospic,客院
hoĝkin,霍奇金
hubert,休伯特
hudson,哈德逊
hulman,叶猴
hungar,匈牙利
huntun,馄饨
iberis,屈曲花属
iksion,伊克西翁
iktioz,鱼鳞病
imagin,成虫
imbrik,覆瓦状
imersi,掩入
imphal,因帕尔
implic,蕴含
implod,内爆
impoŝt,拱脚石
incest,乱伦
indent,缩进
indian,印第安
indien,印花布
indium,铟
indult,特免令
induzi,囊群盖
inerci,惯性
infami,恶名
infant,王室子女
infest,侵扰
infiks,中缀
influk,静电感应
ingest,摄取
inklud,包括的
inocib,丝盖伞属
inplan,全张本
insert,插入
insinu,暗示
instep,脚背
intajl,阴刻
integr,完整的
intron,内含子
inulin,菊粉
invert,转化
invest,投资
inĝeni,巧思
iperit,芥子气
iravad,伊洛瓦底
irland,爱尔兰
irokez,易洛魁
isaĥar,以萨迦
iskemi,缺血
iskiat,坐骨神经
island,冰岛
ismail,伊斯梅尔
isolep,异穗草属
israel,以色列
iterbi,镱
itiner,行程
izabel,伊莎贝尔
izatid,菘蓝属
izatis,北极狐
izebel,耶洗别
izidor,伊西多尔
izobat,等深线
izocel,等腰
izogon,等偏角线
izotio,异硫
izotop,同位素
iŝmael,以实玛利
jabiru,裸颈鹳
jacint,风信子石
jadeit,硬玉
jadvig,雅德维加
jahurt,酸奶
jakuti,雅库特
jamaik,牙买加
jamajk,牙买加
jambos,蒲桃
jangon,仰光
jangzi,长江
jansen,詹森
jaspis,碧玉
jaunde,雅温得
jazion,蓝钟花属
jehoaŝ,约阿施
jeremi,耶利米
jersin,耶尔森
jesaul,哥萨克队长
jiftaĥ,耶弗他
joakim,约阿希姆
jogurt,酸奶
johimb,育亨宾树
jokast,伊俄卡斯忒
jordan,约旦
jovial,快乐
jueŝan,玉山
jugurt,朱古达
jukoni,育空
julian,尤利安
juliet,朱丽叶
junnan,云南
justen,游斯丁
justic,正义
kabili,卡比利亚
kadaif,卡达伊夫
kadenz,华彩段
kadrat,方空铅
kaduce,商神杖
kafein,咖啡因
kaftan,长袍
kainit,钾镁矾
kairin,疣鼻栖鸭属
kaistr,凯斯特河
kajbar,开伯尔
kajman,凯门鳄
kakatu,凤头鹦鹉
kaladi,彩叶芋属
kalate,竹芋属
kalazi,霰粒肿
kalcid,哈尔基斯
kalcin,煅烧
kalcit,方解石
kalend,朔日
kalidr,滨鹬属
kalikl,副萼
kaliop,卡利俄佩
kalips,卡利普索
kalist,卡利斯托
kalkat,加尔各答
kalkut,加尔各答
kalmar,鱿鱼
kalmuk,卡尔梅克人
kalori,卡路里
kalpak,皮帽
kalvil,卡尔维苹果
kalĥas,卡尔卡斯
kambiz,冈比西斯
kamboĝ,柬埔寨
kambri,寒武纪
kamera,摄影机
kampal,坎帕拉
kampan,坎帕尼亚人
kampeĉ,洋苏木
kamufl,伪装
kanaan,迦南
kanaki,卡纳基
kanang,依兰属
kanber,堪培拉
kancer,癌
kandid,念珠菌
kanjon,峡谷
kankan,康康舞
kannad,卡纳达
kanope,树冠层
kansaj,关西
kansas,堪萨斯
kantal,康塔尔
kantik,圣歌
kantil,金银线
kantin,小卖部
kaolin,高岭土
kapriĉ,随想曲
kapsel,荠菜
kapsid,衣壳
kapsik,辣椒
karaib,加勒比
karate,空手道
karaĉi,卡拉奇
karbam,氨基甲酰
karbaz,卡巴肼基
karben,卡宾
karbol,石炭酸
karbur,渗碳
karcin,滨蟹属
kardan,万向节
kardif,卡迪夫
kardin,合页
kardon,刺苞菜蓟
kareks,薹草
karenc,缺乏
karesm,四旬期
karibu,北美驯鹿
karism,神恩
karite,乳油木
karlin,矮蓟
karmel,加尔默罗
karmen,卡门
karnak,卡纳克
karonj,卡罗妮娅
karpat,喀尔巴阡
karpel,心皮
kartag,迦太基
kartam,红花属
kartel,卡特尔
kartum,喀土穆
kasaci,撤销
kaskad,瀑布
kasket,鸭舌帽
kastri,卡斯特里
kasuar,食火鸡
kataif,卡塔伊夫
katalp,梓属
katari,猫薄荷
katart,美洲鹫属
kateĉu,儿茶
katgut,羊肠线
katjon,阳离子
katlej,卡特兰属
kavier,鱼子酱
kazuar,食火鸡
kazubl,祭披
kaĥekt,恶病质
kaŝmir,克什米尔
kaŝubi,卡舒比
kaŭkaz,高加索
kaŭter,烧灼
kebeki,魁北克省
kebraĉ,坚木
keloid,瘢痕疙瘩
keloni,海龟
kelvin,开尔文
kepler,开普勒
kerigm,宣讲
kermes,庙会
kerone,喀罗尼亚
kesong,沉箱
keĝeri,鱼饭
kidnap,绑架
kidron,汲沦
kigali,基加利
kilson,内龙骨
kinkon,金鸡纳
kinŝas,金沙萨
kirgiz,吉尔吉斯
kirmes,胭脂虫红
kladik,支序学
klamid,希腊短斗篷
klaret,淡红葡萄酒
klaŭdi,克劳狄乌斯
kleant,克里安西斯
klemat,铁线莲
klepto,偷窃癖
klerik,神职
kliper,快速帆船
klitor,阴蒂
klonus,阵挛
klorel,小球藻
kloroz,萎黄病
klostr,修道院
klotar,克洛泰尔
klozet,厕所
kluniz,克吕尼
knaŭti,山萝卜属
koagul,凝固
kodein,可待因
kodeks,古抄本
koendu,树豪猪属
kofein,咖啡因
kognat,母系亲属
kohort,步兵队
kokain,可卡因
kokcig,尾骨
koktel,鸡尾酒
kolaps,虚脱
kolemi,胆血症
kolera,霍乱
kolibi,金钱菌属
kolier,项链
kolikl,小丘
koliri,眼药水
kolkat,加尔各答
koloid,胶体
kolokv,专题讨论会
kolonj,古龙
kolose,罗马斗兽场
kolumb,哥伦布
kolute,鱼鳔槐属
koluzi,串通
kolĉid,科尔喀斯
kolĉik,秋水仙
kolĥid,科尔喀斯
kolĥoz,集体农庄
komeni,夸美纽斯
komiks,漫画
komoci,震荡
kompan,公司
kompot,糖煮水果
komput,计算
koncip,构想
kondil,髁
kondom,避孕套
koneks,关联
konekt,连接
konfet,五彩纸屑
kongel,冷冻
kongol,刚果
kongru,相合
konidi,分生孢子
koniin,毒芹碱
konioz,尘肺
konjug,共轭
konkir,征服
konkub,姘居
konoid,锥状面
konrad,康拉德
kontaĝ,传染
kontaŭ,迎面
kontra,低音
kontre,乡村音乐
konukl,纺杆
konvoj,护航队
konzol,控制台
kooper,合作
kopaiv,古巴香胶
kopren,鬼伞属
kopris,蜣螂属
koraci,佛法僧
korakl,科拉克尔舟
korazi,磨蚀
korbel,悬挑
korcir,科孚
kordon,绳带
kordov,科多巴
koriks,划蝽属
korimb,伞房花序
korint,科林斯
korkor,黄麻属
korned,角头巾
kornus,山茱萸
koroid,脉络膜
korsak,沙狐
korsik,科西嘉
kortes,科尔特斯
kortez,宫廷风
kortik,皮质
korund,刚玉
kosmos,秋英
koteri,同伴
kotorn,厚底靴
kovard,怯懦
koŝmar,噩梦
krakov,克拉科夫
krampf,痉挛
krasul,青锁龙
kraton,克拉通
krenel,垛口
krepid,还阳参
krepit,噼啪响
kreten,克汀病
kreton,印花棉布
krezol,甲酚
kriket,板球
krinum,文殊兰属
krisol,坩埚
krizip,克律西波斯
krizop,草蛉属
kroked,炸丸
kroket,槌球
krokiz,草拟
krokus,番红花
kromat,色
kromit,铬铁矿
krotal,响尾蛇
kroton,巴豆属
kroĉet,编织
krupuk,虾片
ksanti,苍耳属
ksaver,沙勿略
ksenon,氙
kserks,薛西斯
ksilem,木质部
ksilen,二甲苯
kulmin,顶点
kulomb,库仑
kultiv,栽培
kungfu,功夫
kunlun,昆仑
kupoks,牛痘
kupres,柏木属
kuprit,赤铜矿
kuraca,库拉索酒
kurkum,姜黄
kuroŝi,黑潮
kursor,光标
kurtaĝ,佣金
kurtin,幕墙
kuskus,蒸粗麦粉
kuskut,菟丝子属
kuspid,尖瓣
kutikl,角质层
kuvajt,科威特
kvaker,贵格
kvalif,规定
kvaril,四分位数
kvazar,类星体
kvecal,绿咬鹃
kvivit,啾啾
kvorum,法定人数
kŝatri,刹帝利
kŭaks!,呱呱!
kŭanĵu,光州
labial,唇音
labiat,唇形科
labrak,欧洲鲈
laburn,金链花属
lakari,蜡蘑属
lakmus,石蕊
laknaŭ,勒克瑙
lakton,内酯
lakŝmi,吉祥天
lamark,拉马克
lambad,兰巴达
lambel,垂饰带
lambli,贾第虫
lancin,刺痛
landaŭ,兰道马车
lantan,镧
lanĝoŭ,兰州
lapiez,石芽
laplac,拉普拉斯
lapsan,稻槎菜属
larici,科西嘉松
lasanj,千层面
lasciv,淫荡
lateks,乳胶
latent,潜在
latian,拉丁人
latrin,简易厕所
latron,强盗
laŭdan,鸦片酊
laŭzan,洛桑
leandr,长臂虾
lecide,网衣属
legaci,公使馆
leguzi,镜花属
lejden,莱顿
leksem,词位
leksik,词汇
lektin,凝集素
lektor,讲师
leming,旅鼠
lentan,马缨丹
lepidi,独行菜属
lepiot,环柄菇属
lepism,衣鱼
lepist,香蘑属
lepsik,莱比锡
lepton,轻子
levant,黎凡特
levier,杠杆
leviid,利未人
levrel,灵缇
leŭcin,亮氨酸
leŭkad,莱夫卡达
leŭkoj,雪片莲属
leŭkom,角膜白斑
leŭkoz,白血病
lignin,木质素
lignit,褐煤
liguri,利古里亚
liknid,剪秋罗
liktor,扈从
likurg,来库古
limand,黄盖鲽
limfat,淋巴质
limoni,补血草属
limoĝi,利穆赞
linari,柳穿鱼属
linear,线性
lingam,林伽
lintel,门楣
linuks,Linux
lisbon,里斯本
listel,窄边
litiaz,结石症
litops,生石花属
litorn,田鸫
litrum,千屈菜属
livorn,里窝那
lizerg,麦角酸
ljuŝun,旅顺
lobari,肺衣属
lobeli,半边莲
lodikl,浆片
logani,罗加尼亚属
lokaŭt,闭厂
lokuci,固定短语
lokust,蝗虫
longan,龙眼
lontan,遥远
lorant,桑寄生属
lordoz,脊柱前凸
lotari,洛泰尔
luaret,卢瓦雷河
lucian,卢奇安
lucili,卢基利乌斯
luciol,萤火虫
luidor,路易金
lukani,卢卡尼亚
luksor,卢克索
lumbag,腰痛
lumbin,蓝毗尼
lunari,银扇草
luteci,镥
lutein,叶黄素
luzern,苜蓿
luziad,卢济塔诗
madejr,马德拉
madjar,马扎尔人
madras,马德拉斯
madrid,马德里
magnat,权贵
magnez,苦土
magreb,马格里布
mahatm,圣雄
mahoni,十大功劳
majenc,美因茨
majork,马略卡
majsur,迈索尔
makabe,马加比
makabr,阴森
makaon,金凤蝶
makbet,麦克白
makeri,马刀豆属
makoli,米酒
makram,绳结花边
makrop,袋鼠
maksil,上颌骨
makumb,马孔巴
malavi,马拉维
maldiv,马尔代夫
malgaŝ,马达加斯加人
malign,恶性
malpig,马尔皮基
maltus,马尔萨斯
malvin,马尔维纳斯
mamluk,马穆鲁克
managv,马那瓜
manasl,马纳斯卢
mandol,曼多拉琴
maniok,木薯
manitu,曼尼图
maniĥe,摩尼
mantil,曼蒂利亚
mantis,尾数
manuel,曼努埃尔
manĉur,满族
marabu,秃鹳
maranj,马拉尼翁河
marant,竹芋属
marcel,马塞尔
marduk,马尔杜克
marian,马里亚纳
marimb,马林巴
markez,雨棚
marmit,锅
marmoz,鼠负鼠属
marten,马丁
martes,貂属
marubi,夏至草属
masakr,屠杀
maseru,马塞卢
masili,马西利亚
maskat,马斯喀特
matine,日场
matiol,紫罗兰属
matras,长颈瓶
matric,母模
matron,贵妇
matros,水手
mazovi,马佐夫舍
mazuri,马祖里
maĝang,麻将
maĝori,马焦雷湖
maŭric,毛里求斯
mbaban,姆巴巴内
meandr,曲流
medial,中动态
median,中线
mediat,媒体
mefist,梅菲斯特
megalo,巨大
mejbom,麦博姆
mekong,湄公河
mekoni,胎粪
meksik,墨西哥
melope,朗吟歌
memfis,孟菲斯
memuar,报告
mendel,孟德尔
menefr,孟菲斯
menela,墨涅拉俄斯
menhir,立石
mening,脑膜
menisk,弯月面
mentan,薄荷烷
menuet,小步舞曲
mercer,饰品
mergul,海鸦属
mering,蛋白霜
merkur,墨丘利
merlen,三股沥青绳
merluĉ,无须鳕属
meruli,干朽菌属
mestiz,混血儿
metazo,后生动物
metret,量器
metrit,子宫炎
mezant,中位数
mezere,瑞香
mezozo,中生动物
meĥlen,梅赫伦
meĥlin,梅赫伦
miceli,菌丝体
midraŝ,米德拉什
midvaj,中途岛
migren,偏头痛
mihrab,米哈拉布
mikael,米迦勒
mikron,微米
mikrot,田鼠属
miksin,盲鳗
miksom,黏液瘤
milani,米兰地区
mileni,千年
miliar,粟粒性
milici,民兵队
milton,弥尔顿
mindor,民都洛岛
minera,矿物
minerv,密涅瓦
minork,梅诺卡岛
miocen,中新世
miozin,肌球蛋白
miring,鼓膜
mirjam,米利暗
mistif,蒙骗
misuri,密苏里州
miting,群众大会
mitral,机枪
mjanma,缅甸
mjelin,髓磷脂
moabid,摩押人
modjul,模块
modlur,线脚
mohajr,马海毛
moldav,摩尔多瓦
molest,骚扰
molier,莫里哀
molini,沼原草属
momant,矩
monard,美国薄荷属
mongol,蒙古
monili,串珠霉属
monoik,雌雄同株
monokl,单片眼镜
morbid,柔美
mordvi,莫尔多维亚
morfem,语素
morgan,摩尔根
morkel,羊肚菌
mormon,摩门
moroni,莫罗尼
mortal,凡人
mortez,榫眼
morĥel,羊肚菌
mozart,莫扎特
muestr,样本
muezin,宣礼员
muflon,摩弗伦羊
muleta,斗牛红布
mumbaj,孟买
mungot,獴
munken,慕尼黑
munĥen,慕尼黑
mureks,骨螺属
musend,玉叶金花属
musked,火绳枪
musket,火绳枪
mutaci,突变
mutual,互助
naften,环烷烃
naftil,萘基
naftol,萘酚
nagari,天城文
nandin,南天竹
nankin,南京
napalm,凝固汽油
naplus,纳布卢斯
narbad,讷尔默达河
narkoz,麻醉
narmad,讷尔默达河
narval,独角鲸
natrik,水蛇属
nazore,拿撒勒人
naĥodk,纳霍德卡
naŭpli,无节幼体
naŭtik,航海术
naŭtil,鹦鹉螺
neapol,那不勒斯
nefron,肾单位
negaci,否定
negund,梣叶槭
nekton,自游生物
nelumb,莲属
nemert,纽形动物
neodim,钕
neofit,新入教者
neogen,新近纪
neoten,幼态持续
nepent,猪笼草属
neptun,尼普顿
nereid,沙蚕属
neroli,橙花油
nervur,脉
nestor,涅斯托尔
neĥemj,尼希米
neŭrom,神经瘤
neŭron,神经元
neŭrul,神经胚
neŭton,牛顿
niagar,尼亚加拉
niamej,尼亚美
nikosi,尼科西亚
nikozi,尼科西亚
nikrom,镍铬合金
niktag,紫茉莉属
niktit,瞬膜
nimbus,雨云
nimrod,宁录
nirvan,涅槃
nitren,氮烯
nitril,腈
nitriz,硝化
niĝeri,尼日利亚
njemen,涅曼河
nobeli,锘
noetik,认识论
nokaŭt,击倒
nomark,州长
nomial,项式
norman,诺曼人
norveg,挪威
nostok,念珠藻属
notaci,记号法
noumen,物自体
nuklid,核素
numeni,杓鹬属
nutaci,章动
nĝamen,恩贾梅纳
oarist,爱情对话诗
obelus,剑标
oberon,奥伯龙
oblong,长圆形
obscen,猥亵
obskur,昏暗
oceani,大洋洲
ocelot,虎猫
odonat,蜻蜓目
oficin,药用
ofsajd,越位
oftalm,眼
ojdemi,海番鸭属
okarin,陶笛
okinav,冲绳
okluzi,闭塞
oksiur,蛲虫
oksoni,氧鎓
oktant,八分仪
oktavi,屋大维
olefin,烯烃
olfakt,嗅觉
oliban,乳香
olimpi,奥林匹亚
oliver,奥利弗
olivin,橄榄石
omajad,倭马亚王朝
oncidi,文心兰属
ondatr,麝鼠
onezim,阿尼西母
onglet,粘贴纸条
ononid,芒柄花属
ontari,安大略
oosfer,卵球
oospor,卵孢子
operac,手术
operon,操纵子
opidum,山城
oposum,负鼠
opresi,胸闷
opunti,仙人掌属
oranĝi,奥兰治省
oregon,俄勒冈
organi,组织
orgasm,性高潮
orgojl,傲慢
orific,孔口
origan,牛至
origen,奥利金
orinok,奥里诺科河
orlean,奥尔良
ormazd,奥尔穆兹德
oronti,奥龙葱属
orsted,奥斯特
osmant,木犀
osmund,紫萁
ostein,骨胶原
ostiol,小孔
ostomi,造口术
ostrac,陶片
ostrak,陶片
osvald,奥斯瓦尔德
otoman,奥斯曼
ovoneĝ,蛋白霜
ovotid,卵子细胞
ozazon,脎
oziris,奥西里斯
oĥotsk,鄂霍次克
paksil,卷边桩菇属
paladi,钯
palavr,冗长讨论
palerm,巴勒莫
palium,白羊毛披带
palmat,掌状
palmit,棕榈酰
palumb,林鸽
pampar,潘帕斯
pampas,潘帕斯
panace,万灵药
pandal,长额虾属
pandan,露兜树属
pandor,潘多拉
panhas,血肠糊
panikl,皮下脂肪
panoni,潘诺尼亚
panope,象拔蚌属
pantun,班顿诗
panurg,巴汝奇
panĝab,旁遮普
paprik,辣椒粉
parazo,侧生动物
parcel,地块
pariet,壁
parizi,巴黎地区
parnas,帕尔纳索斯
paroks,发作
parsek,秒差距
parten,单性
paruzi,再临
pasion,受难
paskal,帕斯卡
pastis,茴香酒
pastiĉ,仿作
pastor,牧师
patric,贵族
patrik,帕特里克
pazifa,帕西淮
paĉini,帕西尼
paŭper,贫困
pedali,角胡麻属
pedikl,蒂
pejotl,佩奥特掌
pejpus,佩普西湖
pekari,西猯
pekten,扇贝
pektin,果胶
pelagi,伯拉纠
pelagr,糙皮病
pelasg,佩拉斯吉人
peleid,珀琉斯之子
pelion,皮立翁山
pelmel,杂乱
pelops,珀罗普斯
pemfig,天疱疮
pentan,戊烷
pentod,五极管
peplom,羽绒被
peptid,肽
pepton,蛋白胨
perfor,穿孔
perfuz,灌注
pergam,帕加马
pergol,花架
peridi,包被
perige,近地点
perikl,伯里克利
perilj,紫苏属
perine,会阴
peripl,航海记
perkal,细棉布
perkol,渗滤
perkut,叩诊
perleĉ,口角炎
perlit,珠光体
perlon,贝纶
permut,置换
pernis,蜂鹰
perone,腓骨
pesari,子宫托
petici,请愿
petiol,叶柄
petrel,海燕类
