###❝에스페란토 어근❞, ❝(완전히 동일한) 에스페란토 어근❞   으로 구성된 행은、대응하는 치환 후 문자열이 존재하는 경우와 동일한 우선순위를 가지지만、 실제로는 문자열(한자) 치환을 수행하지 않는 것을 의미합니다.
에스페란토 어근##, 일본어 번역 루비##
reĝisor,연출가
ribosom,리보솜
ricinin,리시닌
rionegr,네그로강
risling,리슬링
ristorn,환급
rizofor,맹그로브
robotik,로봇공학
rodofit,홍조식물
rokfort,로크포르
romandi,로망디
romanik,로마네스크
romanĉi,로만슈지방
ronsard,롱사르
rorkval,수염고래
rostbef,로스트비프
rotator,회전체
rotenon,로테논
rubekol,유럽울새
rubikon,루비콘강
rudbeki,루드베키아속
ruditap,바지락
rumstek,럼프스테이크
rutozid,루틴
sabelik,곱슬양배추
sagital,시상
sajmiri,다람쥐원숭이속
sakarin,사카린
saladin,살라딘
salamis,살라미스
salicin,살리신
salikin,살리신
salikok,새우
salomon,솔로몬
salonik,테살로니키
salping,난관
saltier,목걸이
samojed,사모예드
samuraj,사무라이
sangvin,명랑하고 쾌활한
sanitar,위생
santiag,산티아고
santome,상투메
saponin,사포닌
saprozo,부생동물
saracen,사라센인
sarafan,사라판
sarajev,사라예보
sardini,사르데냐
sarkopt,옴진드기속
sarment,덩굴줄기
sartori,봉공근
satelit,위성
satirus,사티로스
satrapi,총독령
saturni,산누에나방속
savarin,사바랭
saĥalen,사할린
scifozo,해파리강
scintil,섬광
scipion,스키피오
sedativ,진정
sekestr,공탁
sekular,세속
sekvenc,서열
semestr,학기
senegal,세네갈
senjori,영주령
sensori,감각중추
sensual,감각
separat,분리
seratul,서라툴라속
sericin,세리신
sericit,견운모
sesleri,세슬레리아속
sesterc,세스테르티우스
sfenisk,케이프펭귄
sfenoid,나비뼈
sfingol,스핑골
sialore,타액과다
sibarit,향락가
siderit,능철석
sigfrid,지크프리트
sigmoid,S상결장
sikomor,시카모어
silikon,실리콘
simarub,시마루바속
simbioz,공생
simonid,시모니데스
simplon,심플론고개
simpozi,심포지엄
simpson,심프슨
sinalef,모음융합
sinartr,부동관절
sinciti,합포체
sindrom,증후군
sinekur,한직
sinerez,음축약
sinergi,상승작용
sinistr,재해손해
sinkret,혼합
sinodik,회합
sintagm,통합체
sinviĵu,신의주
sirakuz,시라쿠사
sirinks,시링크스
skabioz,체꽃
skadron,기병중대
skafald,비계
skafark,피조개
skafoid,주상골
skalpel,메스
skandik,스칸딕스
skizoid,분열성
sklerot,공막균핵
skoleks,두절
skolioz,척추측만
skorpen,쏨뱅이
skvalen,스쿠알렌
skvaten,전자리상어속
smoking,턱시도
snajper,저격수
softbal,소프트볼
softvar,소프트웨어
solidag,미역취속
soliman,쉴레이만
soliter,솔리테어
soliton,솔리톤
solstic,지점
solutre,솔뤼트레기
soroban,주판
spacial,우주
spalier,늑목
spaniel,스패니얼
spartak,스파르타쿠스
spatang,염통성게속
spergul,들별꽃속
spermat,정자
spermin,스페르민
spindel,스핀들
spionit,스파이망상
spirant,마찰음
splankn,내장
sponsor,스폰서
spontan,자발적인
sponton,단창
sporozo,포자충
sputnik,인공위성
srilank,스리랑카
stadium,경기장
stamped,무리도주
staniol,은박
stapeli,스타펠리아속
starost,지방장관
statist,단역
steatit,동석
stelari,별꽃속
stelion,스텔리온
stencil,스텐실
stentor,스텐토르
sternum,흉골
steroid,스테로이드
stevard,승무원
stigmat,상처 자국
stimfal,스팀팔로스
stokast,확률적
stornel,스토르넬로
stotink,스토틴카
strabon,스트라본
stratum,층
stratus,층운
strobil,구과
stronci,스트론튬
strudel,슈트루델
stuphar,아마색머리
suberin,수베린
suberit,코르크재
suetoni,수에토니우스
sukavat,극락
sukcesi,성공하다
sukijak,스키야키
sulpici,술피키우스
sungari,쑹화강
surabaj,수라바야
surinam,수리남
surogat,대용
surplis,서플리스
suspend,정지
suspens,서스펜스
suveren,주권
suzeren,종주
svastik,만자
sviteni,마호가니속
tablojd,알약
tagalog,타갈로그
tajhang,타이항산맥
tajjuan,타이위안
tajjŭan,타이위안
takipne,빈호흡
taksodi,낙우송속
taktism,주성
taliktr,꿩의다리속
talofit,엽상식물
tamandu,작은개미핥기속
tamarik,위성류
tampere,탐페레
tanacet,쑥국화
tangŝan,탕산
tantiem,인세
tanzani,탄자니아
tasmani,태즈메이니아
tatagat,여래
taŝkent,타슈켄트
teheran,테헤란
tekneci,테크네튬
tekstil,섬유
tekstur,조직
tekvond,태권도
telemaĥ,텔레마코스
telofaz,말기
temerar,무모
tenebri,거저리속
tenerif,테네리페
tentakl,촉수
tenuran,보유농
teobrom,카카오나무속
teodice,신정론
teodozi,테오도시우스
teognis,테오그니스
teogoni,신통기
teokrit,테오크리토스
teozofi,신지학
terafoz,골리앗거미속
terakot,테라코타
teratom,기형종
teravad,상좌부
teravat,테라와트
tercian,삼일열
terciar,제3기
terenci,테렌티우스
tetanos,파상풍
tetraon,뇌조
tetrark,분봉왕
tianĝin,톈진
tianŝan,톈산
tibesti,티베스티
tibuŝen,티보우키나속
tiravir,당김줄
tireoid,방패연골
tirozin,티로신
titikak,티티카카
titular,명의상
tizanur,좀목
tjanĝin,톈진
tjanŝan,톈산
tobogan,터보건
tokonom,도코노마
tolstoj,톨스토이
tomahok,토마호크
torinok,도리노코지
toriĉel,토리첼리
tortilj,토르티야
tortrik,잎말이나방
trabant,위성
trabekl,섬유주
tragant,트라가칸트
trakeli,쐐기잎초롱꽃
traktus,신경로
transit,통과수송
traŭmat,외상
treonin,트레오닌
tribord,우현
tribrak,삼단음보
triceps,세갈래근
tridakn,대왕조개속
trifori,트리포리움
triglif,트리글리프
triketr,세모뼈
trilion,조
trilogi,삼부작
trinitr,트리니트로
triolet,트리올레
tripang,해삼
tripoli,트리폴리주
tripsin,트립신
triptik,세폭제단화
tristan,트리스탄
trombin,트롬빈
tropeol,한련
trusken,그무개
tuberos,월하향
tucidid,투키디데스
tuileri,튈르리
turgesk,팽창
turingi,튀링겐
turkmen,투르크멘
tusilag,관동화
udmurti,우드무르티야
ulamban,우란분
ulrungd,울릉도
ungvent,연고
unikorn,유니콘
unitari,유니테리언
uperkut,어퍼컷
uranism,남성동성애
urinore,다뇨
urugvaj,우루과이
ustilag,깜부기균속
vadjang,바닥없는솥
vaginal,초막
vajdblu,대청색
vakajam,와카야마
vakcini,월귤
valenci,발렌시아
valkiri,발키리
valmiki,발미키
valpurg,발푸르가
vanilin,바닐린
vanuatu,바누아투
variabl,변수
variaci,변주곡
varicel,수두
variete,버라이어티
vaterlo,워털루
vatikan,바티칸
verbask,우단담배풀속
vergili,베르길리우스
vermont,버몬트주
vernaci,눈속잎차례
vernier,버니어
veronal,베로날
veronez,베로네세
veronik,개불알풀
versajl,베르사유
versikl,절
vertrag,그레이하운드
vibraci,진동
viktori,빅토리아
vincent,빈센트
vindhuk,빈트후크
violent,폭력
virgini,버지니아
virtual,가상
visigot,서고트
vistari,등나무
visteri,등나무
vitamin,비타민
vitilig,백반증
vitruvi,비트루비우스
vjetnam,베트남
voandze,밤바라콩
vodevil,보드빌
vojevod,보이보드
volapuk,볼라퓌크
volatil,휘발성
volfram,텅스텐
volitiv,의지법
volovan,볼로방
vormian,봉합뼈
zabajon,사바욘
zaporog,자포로자
zaragoz,사라고사
zepelin,체펠린
zeŭksis,제욱시스
zigofil,남가새속
zigurat,지구라트
zimbabv,짐바브웨
zirkoni,지르코늄
ĉampanj,샹파뉴
ĉampion,우승자
ĉangpaj,장백산
ĉangĉun,창춘
ĉapelil,차펠릴로
ĉastuŝk,차스투시카
ĉerburg,셰르부르
ĉernozi,체르노젬
ĉervonc,체르보네츠
ĉimaron,무가당마테차
ĉimozin,키모신
ĉimpanz,침팬지
ĉingdaŭ,칭다오
ĉinghaj,칭하이
ĉirimen,지리멘
ĉiĉeron,관광안내원
ĉogoliz,초골리사
ĉongĵin,청진
ĝaganat,자간나트
ĝazband,재즈밴드
ĝengĝoŭ,정저우
ĝenovev,제노베바
ĝermani,게르마니아
ĝeĝjang,저장
ĝirondi,지롱드
ĝjangsu,장쑤
ĥabakuk,하박국
ĥaradri,물떼새속
ĥelicer,협각
ĥorasan,호라산
ĵambore,잼버리
ĵinrikŝ,인력거
ŝakuhaĉ,샤쿠하치
ŝamisen,샤미센
ŝandong,산둥
ŝandung,산둥
ŝarazad,셰헤라자드
ŝekspir,셰익스피어
ŝenjang,선양
ŝetland,셰틀랜드
ŝibolet,암호말
ŝinĝang,신장
ŝjining,시닝
ŝlesvig,슐레스비히
ŝrapnel,유산탄
ŝulamit,술람미여인
abadon,아바돈
abatis,목책
abisen,아비시니아
abiŝag,아비삭
ablaci,삭마
abnorm,비정상
abomas,제4위
abrazi,마모
abscis,가로좌표
absolv,사면
abutil,어저귀
acetil,아세틸
aceton,아세톤
adenin,아데닌
adenom,선종
adiant,공작고사리
adison,애디슨
adjekt,상황보어
adonid,복수초
adonis,아도니스
adrian,아드리안
adsorb,흡착
adukci,내전
advers,적대
afekci,영향
aferez,어두탈락
agarik,주름버섯
agatid,아가티스
agerat,아게라툼
agnosk,승인
agnozi,실인증
agvara,갈기늑대
ailant,가죽나무
ajapan,아야파나
ajatol,아야톨라
akeron,아케론
akolit,복사
akomod,조절
akonit,투구꽃
akonti,무지스킨크
akromi,견봉
aksung,돼지기름
akteon,악타이온
aktini,말미잘
aktuar,서기
akumul,축적
akĉent,억양
alabam,앨라배마
alanin,알라닌
alarik,알라리크
albert,앨버타
albion,앨비언
albizi,자귀나무속
alburn,블리크
alcino,알키노오스
alegan,앨러게니
aleksi,실독증
aleman,알레만
alergi,알레르기
aleron,보조익
alfons,알폰소
alfred,알프레드
alianc,동맹
aliari,마늘냉이
alidad,앨리데이드
alifat,지방족
alkali,알칼리
alkmen,알크메네
almati,알마티
alopat,대증의
alpini,양하
altair,알타이르
alumin,알루미늄
alunit,명반석
alveol,소포
alĝebr,대수구조
alĝeri,알제리
amalek,아말렉
amanit,광대버섯
amazon,아마존
ambigu,애매
amiant,석면
amilaz,아밀라아제
amirid,아미리스
amitab,아미타불
amitoz,무사분열
amnezi,기억상실
amofil,갯그령
amonit,암모나이트
amorid,아모리인
amplif,증폭
anabol,동화
anafaz,후기
anafor,조응
anagir,아나기리스
anarik,늑대고기
anarĥi,무정부
anatem,파문
anatol,아나톨
andant,안단테
anelid,환형동물
angiom,혈관종
anglez,앙글레즈
angrek,앙그레쿰
angvis,무족도마뱀
anhalt,안할트
anilid,아닐리드
ankone,주근
anofel,얼룩날개모기
anopsi,실명
anorak,아노락
anosmi,후각상실
anselm,안셀름
antiar,우파스
antigv,앤티가
antino,안티노오스
antiop,안티오페
antioĥ,안티오코스
antoni,안토니오
antozo,산호충류
antrop,인간
anturi,안스리움
aorist,아오리스트
apalaĉ,애팔래치아
apanaĝ,봉토
apatit,인회석
apenin,아펜니노
apepsi,위소화불량
apocin,개정향풀속
apofiz,뼈돌기
apokop,어말탈락
apolon,아폴론
aprior,선험
arabin,아라빈
arabis,장대나물속
arafur,아라푸라해
aragon,아라곤
arakid,땅콩
ararat,아라라트산
ardizi,백량금
argani,아르간
argiop,호랑거미속
ariadn,아리아드네
ariman,아리만
ariost,아리오스토
arizon,애리조나
arkadi,아르카디아
arkean,시생대
arkont,아르콘
arktur,아르크투루스
armand,아르망
armeri,갯질경속
armori,문장
aromat,방향족
arorut,애로루트
arpent,아르팡
artikl,물품
aruman,아로마니아인
asbest,석면
ascend,오르다
ascidi,멍게류
asembl,어셈블
askorb,항괴혈
aspart,아스파르트산
aspazi,아스파시아
astart,아스타르테
asteni,무력
asteri,불가사리
astilb,노루오줌
asturi,아스투리아스
atakam,아타카마
ataksi,운동실조
ataman,아타만
aterom,죽종
atlant,남상주
atreid,아트레우스가
atrezi,폐쇄증
atrici,불완전통회
avatar,화신
averaĝ,평균
avicen,아비센나
avocet,뒷부리장다리물떼새
avokad,아보카도
azarol,아자롤
azimen,포포나무속
azimut,방위각
azoksi,아족시
azuleĥ,아줄레주
aĉeŭle,아슐
aĥemen,아케메네스
aĥeron,아케론
aŝmode,아스모데우스
aŭksin,옥신
aŭkume,오쿠메
aŭreli,보름달물해파리
aŭrikl,귓바퀴
aŭster,엄격
aŭtent,진정
aŭŝvic,아우슈비츠
babord,좌현
badeni,바덴
bagdad,바그다드
bajkal,바이칼호
bajram,바이람
bajron,바이런
bakang,음바캉가
baklav,바클라바
baktri,박트리아
bakŝiŝ,뇌물
baldur,발드르
balear,발레아레스
balist,쇠뇌포
balkan,발칸
balkaŝ,발하슈호
balote,발로타속
bambuz,대나무속
bangal,방갈로
bangvi,방기
banjan,반얀
banked,연회
bankiz,빙원
bankok,방콕
bantam,반탐닭
banĝul,반줄
banĵul,반줄
baobab,바오바브
barbad,바베이도스
barbed,포좌
barbud,바부다
barejn,바레인
barenc,바렌츠
barion,바리온
barjon,중입자
barkan,바르한
barnab,바르나바
barzoj,보르조이
basbal,야구
basier,공매도자
baskul,기울임
bastil,바스티유
batrak,무미류
bazidi,담자기
bazili,바질
baŝkir,바시키르
baŝlik,두건
baŭcis,바우키스
bedeli,브델리움
beduen,베두인
begoni,베고니아
bejrut,베이루트
belial,벨리알
bemeri,모시풀속
bengal,벵골
benign,양성
benjet,베녜
benzen,벤젠
benzil,벤질
benzol,벤졸
berber,베르베르인
bergen,베르겐
berili,베릴륨
bering,베링
bermud,버뮤다
bernik,베레니케
betani,베다니
bezoar,위석
bharat,인도
biceps,이두근
bienal,비엔날레
bilbok,겐다마
bileam,발람
bilion,십억
biocid,생물살제
biopsi,생검
biotin,비오틴
biotit,흑운모
biplan,복엽기
bisekc,이등분
biskaj,비스카야
biskot,비스코티
bitnik,비트족
biuret,뷰렛
bizanc,비잔틴
bizant,비잔트화
biŝkek,비슈케크
blabla,수다떨다
bluĝin,데님
bocvan,보츠와나
bodler,보들레르
bodoni,보도니체
bofort,보퍼트
bokser,복서견
bolard,볼라드
boldin,볼딘
bolivi,볼리비아
bolonj,볼로냐
bolŝev,볼셰비키
bombaj,봄베이
bombak,봄박스속
bomben,무당개구리속
bonazi,들꿩
bonsaj,분재
bordoz,보르도
bordun,지속저음
boreal,북방
boreli,보렐리아
borome,보로메오
bospor,보스포루스
boston,보스턴왈츠
botarg,보타르가
botaŭr,알락해오라기
botrit,보트리티스
botrop,보트롭스속
boŝman,부시먼
bradip,나무늘보
brahma,브라흐마
brahmo,브라흐모
brakin,폭탄먼지벌레속
brakte,포엽
branki,아가미
bravur,기교
brazil,브라질
braĥin,먼지벌레
brelok,장식고리
bremen,브레멘
breton,브르타뉴
brevet,특허장
briare,브리아레오스
brifit,선태식물
brigit,브리짓
brioni,브리오니아속
briozo,태형동물
brisur,문장차표
briton,브리튼인
brokol,브로콜리
bromus,참새귀리속
brucel,브루셀라
brucin,브루신
brumer,브뤼메르
brunej,브루나이
brunel,꿀풀속
brusel,방울양배추
brutal,난폭
bukcen,부키나
bulbil,주아
buldog,불도그
buldoz,불도저
bulgar,불가리아
bulimi,폭식증
bungar,우산뱀속
burask,스콜
burbon,부르봉
burger,버거
burjat,부랴트인
burkin,부르키나
burser,부르세라속
burund,부룬디
buŝmen,부시먼
cebaot,사바오트
cecili,체칠리아
cedrat,시트론
cedrel,세드렐라속
cefale,두통
cefanj,스바냐
cejlon,실론
celebr,거행하다
celest,첼레스타
celtid,팽나무속
centav,센타보
centil,백분위
cenzor,검열관
cerami,세라미움속
cerast,뿔살무사속
cerber,케르베로스
cercid,박태기속
cereal,곡물
cerebr,대뇌
cervik,경부
cestod,조충강
cetoni,꽃무지속
cezare,카이사레아
cianur,시아누르
cibori,성체합
ciklad,키클라데스
ciklan,시클로알칸
ciliar,섬모체
cilici,킬리키아
cimati,시마
cingul,대상속
cintur,띠
ciprin,잉어
cipsel,칼새
cireni,키레나이카
cistin,시스틴
citral,시트랄
citrol,수박속
citrus,감귤
dabing,다빙
dafnis,다프니스
dahome,다호메이
dajmon,다이몬
dajren,다롄
dalmat,달마티아
dalton,돌턴
damian,다미안
damokl,다모클레스
danaid,다나오이
dancig,단치히
daniel,다니엘
dariol,다리올
darvin,다윈
davali,넉줄고사리속
daŭfen,왕태자
decidu,낙엽성
defens,방목금지
dehisk,열개
dekant,따르기
dekkan,데칸
dekokt,달임
delekt,즐거움
delikt,위반
demarŝ,외교조치
demenc,치매
dement,부인
demisi,사임
dendro,수목
dental,치음
dentin,상아질
deodar,히말라야삼나무
deploj,전개
deport,강제이송
deprec,감가
deprim,우울
dermat,피부
derviŝ,데르비시
desfil,차폐
desmod,흡혈박쥐속
desper,절망
detekt,탐지
deterg,세정
detrit,쇄설물
devanc,앞지르다
devoni,데본기
dezajn,디자인
diabol,디아볼로
diafiz,골간
diakil,납고약
dialef,모음분리
dializ,투석
diartr,가동관절
diatez,소인
diaton,온음계
dierez,분음
dietik,식이요법
dietil,다이에틸
diklin,단성화
diktat,받아쓰기
dileni,딜레니아속
diluvi,홍적층
diminu,축소하다
diocez,교구
diodor,디오도로스
diogen,디오게네스
diomed,디오메데스
dioniz,디오니소스
dioptr,굴절면
dioram,디오라마
diorit,섬록암
diport,이월료
dipsak,솔체꽃
diptik,이폭화
disaĝi,역프리미엄
disert,논문
disked,플로피
disoci,해리
dispne,호흡곤란
disten,남정석
distik,이행연구
distom,간흡충
disuri,배뇨곤란
ditisk,물방개속
diurez,이뇨
diverĝ,발산
divorc,이혼
dizert,탈영
diĝest,다이제스트
diĵoni,디종지방
dnestr,드네스트르
docent,강사
dodeka,십이
dodoic,도도이쓰
dodoma,도도마
dolman,돌만
dolmen,고인돌
domani,도메인
doming,도미니카
domini,자치령
donaci,기부금
donald,도널드
dopler,도플러
dorote,도로테아
